name,description,category,price,page_name,loc
Baked-Chicken Arabiatta - Regular,"Pasta coated with  arabiatta sauce,chicken chunk & baked to a cheesy consistency.",Pasta, 489,PizzaHut,Dhaka
Baked-Chicken Mushroom - Regular,Pasta coated with creamy chicken mushroom sauce & baked to a cheesy consistency.,Pasta, 599,PizzaHut,Dhaka
